run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_yescale_20260729T103332398665,v0,v0+peb1c8179815b+t2e1d7812adc4,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_yescale_20260729T103332398665,v0,v0+peb1c8179815b+t2e1d7812adc4,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_yescale_20260729T103332398665,v0,v0+peb1c8179815b+t2e1d7812adc4,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_yescale_20260729T103332398665,v0,v0+peb1c8179815b+t2e1d7812adc4,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_yescale_20260729T103332398665,v0,v0+peb1c8179815b+t2e1d7812adc4,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_yescale_20260729T103332398665,v0,v0+peb1c8179815b+t2e1d7812adc4,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_yescale_20260729T103332398665,v0,v0+peb1c8179815b+t2e1d7812adc4,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G01_weather_routing,False,wrong_tool,,weather,weather,True,True,True,
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G02_currency_args,False,wrong_arg_value,,currency,currency,True,True,True,
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G03_out_of_scope_creative,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G04_capability_question_no_tool,False,unnecessary_tool,unexpected_tool_call,no_tool,weather|crypto,False,False,False,expected no tool call
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G05_confirm_before_send_crypto,False,wrong_boundary,missing_tool_call,clarify,crypto|crypto|crypto,False,False,False,missing tool call clarify; extra tool call crypto; extra tool call crypto; extra tool call crypto
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G06_clarify_then_location,True,missing_info,,weather,weather,True,True,True,
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G07_correction_currency,True,wrong_arg_value,,currency,currency,True,True,True,
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G08_carryover_crypto_currency,True,wrong_arg_value,,crypto,crypto,True,True,True,
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G09_switch_crypto_to_news,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_group_yescale_20260729T103556988126,v0,v0+peb1c8179815b+t2e1d7812adc4,group,G10_cancel_midway,True,unnecessary_tool,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_yescale_20260729T103502240132,v1,v1+p6ea19e92bfda+t2e1d7812adc4,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G01_weather_routing,False,wrong_tool,,weather,weather,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G02_currency_args,False,wrong_arg_value,,currency,currency,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G03_out_of_scope_creative,False,out_of_scope,,no_tool,,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G04_capability_question_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G05_confirm_before_send_crypto,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G06_clarify_then_location,True,missing_info,,weather,weather,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G07_correction_currency,True,wrong_arg_value,,currency,currency,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G08_carryover_crypto_currency,True,wrong_arg_value,,crypto,crypto,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G09_switch_crypto_to_news,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_group_yescale_20260729T103621753824,v1,v1+p6ea19e92bfda+t2e1d7812adc4,group,G10_cancel_midway,True,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_yescale_20260729T103802007838,v2,v2+p6ea19e92bfda+tba80f8c36621,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G01_weather_routing,False,wrong_tool,,weather,weather,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G02_currency_args,False,wrong_arg_value,,currency,currency,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G03_out_of_scope_creative,False,out_of_scope,,no_tool,,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G04_capability_question_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G05_confirm_before_send_crypto,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G06_clarify_then_location,True,missing_info,,weather,weather,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G07_correction_currency,True,wrong_arg_value,,currency,currency,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G08_carryover_crypto_currency,True,wrong_arg_value,,crypto,crypto,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G09_switch_crypto_to_news,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_group_yescale_20260729T103830666503,v2,v2+p6ea19e92bfda+tba80f8c36621,group,G10_cancel_midway,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_yescale_20260729T104058405790,v3,v3+p30313fe07c5d+t2f8acacc59f0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E01_company_source_policy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'source_citation', got 'all'"
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E02_company_data_privacy,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'data_privacy', got None"
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E03_company_telegram_approval,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'external_publishing', got None"
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E06_briefing_live_plus_style,False,wrong_tool,,lookup|policy,policy|lookup,True,True,True,
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E08_specific_url_not_arxiv,False,wrong_tool,wrong_arg_value,fetch|policy,fetch|policy,False,True,False,"policy_area: expected 'ai_research', got None"
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v3_B_extension_yescale_20260729T104326151227,v3,v3+p30313fe07c5d+t2f8acacc59f0,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G01_weather_routing,False,wrong_tool,,weather,weather,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G02_currency_args,False,wrong_arg_value,,currency,currency,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G03_out_of_scope_creative,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G04_capability_question_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G05_confirm_before_send_crypto,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G06_clarify_then_location,True,missing_info,,weather,weather,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G07_correction_currency,True,wrong_arg_value,,currency,currency,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G08_carryover_crypto_currency,True,wrong_arg_value,,crypto,crypto,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G09_switch_crypto_to_news,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_yescale_20260729T104232640868,v3,v3+p30313fe07c5d+t2f8acacc59f0,group,G10_cancel_midway,True,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_yescale_20260729T105619835684,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E01_company_source_policy,False,wrong_tool,,policy,policy,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v4_B_extension_yescale_20260729T105537976592,v4,v4+p00f9546c8ba4+t6ee5ab5c0d16,extension,E06_briefing_live_plus_style,False,wrong_tool,missing_tool_call,lookup|policy,policy,False,False,False,missing tool call lookup
